Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBathrooms,TotalSF,HouseAge,RemodAge,PricePerSF
357,20,3,69.0,9248,1,2,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,0,6,6,1,106.0,3,4,2,2,3,3,2,560,5,0,598,1158,1,2,1,4,1167,0,0,1167,1,0,2,0,3,1,2,6,6,0,5,1,1992.0,1,2,400,4,4,2,120,26,0,0,0,0,3,4,4,0,7,2009,8,4,173000,3,2325,17,17,74.40860215053763
358,120,4,44.0,4224,1,2,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,0,5,5,3,0.0,3,4,2,2,3,3,0,874,5,0,268,1142,1,4,1,4,1142,0,0,1142,1,0,1,1,3,1,3,6,6,1,3,1,1976.0,0,2,528,4,4,2,536,90,0,0,0,0,3,2,4,0,8,2007,8,4,134000,3,2284,31,31,58.66900175131349
359,80,3,92.0,6930,1,2,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,0,13,7,1,120.0,3,4,1,3,3,0,1,300,4,294,468,1062,1,0,1,1,1352,0,0,1352,0,1,1,0,3,1,2,6,3,0,5,3,1958.0,2,1,288,4,4,2,168,0,294,0,0,0,3,4,4,0,7,2006,8,0,130000,2,2414,48,48,53.852526926263465
360,60,3,78.0,12011,1,2,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,0,12,13,1,530.0,2,4,2,2,3,0,2,956,5,0,130,1086,1,0,1,4,1086,838,0,1924,1,0,2,1,3,1,2,7,6,1,4,1,1998.0,1,2,592,4,4,2,208,75,0,0,374,0,3,4,4,0,6,2006,8,4,280000,4,3010,8,8,93.02325581395348
361,85,3,69.0,7540,1,2,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,0,12,13,3,0.0,3,4,1,2,3,0,2,773,5,0,115,888,1,0,1,4,912,0,0,912,1,0,1,0,2,1,3,5,6,1,4,1,1978.0,1,2,470,4,4,2,0,0,0,0,192,0,3,2,4,0,6,2007,8,4,156000,2,1800,29,29,86.66666666666667
362,50,3,69.0,9144,1,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,0,8,8,3,0.0,3,4,1,3,3,3,4,399,5,0,484,883,1,2,1,4,988,517,0,1505,1,0,1,0,3,1,3,8,6,0,5,5,1940.0,2,1,240,4,4,0,0,0,0,0,0,0,3,4,4,0,7,2008,8,4,145000,2,2388,68,26,60.72026800670017
363,85,3,64.0,7301,1,2,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,0,6,6,1,500.0,2,4,3,3,3,3,5,0,5,0,0,0,1,0,1,4,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,0,3,2003.0,1,2,672,4,4,2,0,0,177,0,0,0,3,4,4,0,7,2009,3,4,198500,3,1922,6,6,103.27783558792925
364,160,4,21.0,1680,1,2,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,0,6,6,1,510.0,3,4,1,3,3,3,0,162,5,0,321,483,1,2,1,4,483,504,0,987,0,0,1,1,2,1,2,5,6,0,5,5,1972.0,2,1,264,4,4,2,250,0,0,0,0,0,3,4,4,0,5,2009,8,4,118000,2,1470,37,2,80.27210884353741
365,60,3,69.0,18800,1,2,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,0,6,6,1,120.0,3,4,2,2,3,2,2,712,5,0,84,796,1,4,1,4,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,4,1,1976.0,0,2,566,4,4,2,306,111,0,0,0,0,3,4,4,0,7,2006,8,4,190000,4,2370,30,30,80.16877637130801
366,70,4,59.0,10690,1,2,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,0,12,13,3,0.0,3,2,1,3,0,3,4,456,5,0,216,672,1,2,1,0,672,672,0,1344,0,0,1,0,3,1,3,6,6,0,5,5,1964.0,2,1,468,4,1,2,0,128,218,0,0,0,3,4,4,0,7,2009,8,4,147000,1,2016,89,12,72.91666666666667
367,20,3,69.0,9500,1,2,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,0,9,10,1,247.0,3,4,1,2,3,3,1,609,5,0,785,1394,1,2,1,4,1394,0,0,1394,1,0,1,1,3,1,3,6,6,2,2,1,1963.0,1,2,514,4,4,2,0,76,0,0,185,0,3,4,4,0,7,2009,8,4,159000,3,2788,46,46,57.03012912482066
368,80,3,101.0,9150,1,2,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,4,9,10,1,305.0,3,4,1,2,3,1,2,371,5,0,728,1099,1,2,1,4,1431,0,0,1431,0,1,1,0,3,1,3,6,6,1,2,2,1962.0,1,1,296,4,4,2,64,110,0,0,0,0,3,4,4,0,12,2008,8,4,165000,2,2530,46,46,65.21739130434783
369,20,3,78.0,7800,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,0,6,6,1,200.0,3,4,2,3,3,3,3,540,5,0,728,1268,1,2,1,4,1268,0,0,1268,0,0,1,0,2,1,3,7,6,1,2,1,1954.0,0,1,244,4,4,2,0,98,0,0,0,0,3,4,4,0,3,2010,8,4,132000,1,2536,56,56,52.05047318611987
370,20,3,69.0,9830,1,2,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,0,13,14,3,0.0,3,2,1,3,3,3,0,72,4,258,733,1063,1,0,1,4,1287,0,0,1287,1,0,1,0,3,1,2,7,6,1,2,5,1997.0,0,2,576,4,4,2,364,17,0,0,182,0,3,4,4,0,3,2010,8,4,162000,2,2350,51,4,68.93617021276596
371,60,3,69.0,8121,1,2,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,0,12,13,3,0.0,3,4,2,2,3,3,5,0,5,0,953,953,1,0,1,4,953,711,0,1664,0,0,2,1,3,1,3,7,6,1,4,1,2000.0,1,2,460,4,4,2,100,40,0,0,0,0,3,4,4,0,1,2006,8,4,172400,3,2617,6,6,65.87695834925488
372,50,3,80.0,17120,1,2,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,0,14,10,3,0.0,3,4,1,3,3,3,5,0,5,0,0,0,1,4,1,4,1120,468,0,1588,0,0,2,0,4,1,3,7,3,1,2,5,1991.0,0,2,680,4,4,0,0,59,0,0,0,0,3,4,4,0,7,2008,8,4,134432,2,1588,49,49,84.65491183879094
373,120,3,50.0,7175,1,2,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,0,9,10,3,0.0,3,4,1,2,3,3,0,623,3,121,0,744,1,4,1,4,752,0,0,752,1,0,1,0,2,1,3,4,6,0,5,1,1984.0,2,1,264,4,4,2,353,0,0,0,90,0,3,2,4,0,2,2010,8,4,125000,2,1496,26,26,83.55614973262033
374,20,3,79.0,10634,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,0,8,8,3,0.0,3,4,2,3,3,3,1,428,3,180,0,608,1,4,1,4,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,5,1,1953.0,2,1,270,4,4,2,66,0,0,0,0,0,3,1,4,0,11,2009,8,4,123000,2,1927,56,56,63.829787234042556
375,60,3,65.0,8200,1,2,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,0,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,847,847,1,0,1,4,847,1081,0,1928,0,0,2,1,4,1,2,8,6,1,2,3,2003.0,0,2,434,4,4,2,100,48,0,0,0,0,3,4,4,0,7,2007,8,4,219500,3,2775,4,3,79.09909909909909
376,30,3,69.0,10020,1,2,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,0,13,14,3,0.0,1,1,0,1,2,1,1,350,5,0,333,683,1,2,0,0,904,0,0,904,1,0,0,1,1,1,1,4,0,0,5,1,1980.0,2,0,0,4,4,2,0,0,0,0,0,0,3,4,4,0,3,2009,8,4,61000,2,1587,87,59,38.43730308758664
377,85,3,57.0,8846,1,2,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,0,12,13,3,0.0,2,4,2,2,3,0,2,298,5,0,572,870,1,0,1,4,914,0,0,914,0,0,1,0,2,1,3,5,6,0,5,5,1998.0,2,2,576,4,4,2,0,0,0,0,0,0,3,4,4,0,7,2006,8,4,148000,1,1784,10,10,82.95964125560538
378,60,1,102.0,11143,1,2,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,0,5,5,3,0.0,2,4,2,2,3,3,5,0,5,0,1580,1580,1,0,1,4,1580,886,0,2466,0,0,3,0,4,1,2,8,6,1,2,1,2004.0,1,2,610,4,4,2,159,214,0,0,0,0,3,4,4,0,12,2007,8,4,340000,3,4046,3,2,84.03361344537815
379,20,3,88.0,11394,1,2,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,0,12,13,2,350.0,2,4,2,0,3,0,2,1445,5,0,411,1856,1,0,1,4,1856,0,0,1856,1,0,1,1,1,1,0,8,6,1,0,1,2010.0,0,3,834,4,4,2,113,0,0,0,0,0,3,4,4,0,6,2010,6,5,394432,3,3712,0,0,106.25862068965517
380,60,3,60.0,8123,1,2,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,0,12,13,1,16.0,3,4,2,2,3,3,5,0,5,0,982,982,1,0,1,4,1007,793,0,1800,0,0,2,1,3,1,3,7,6,1,4,1,2000.0,0,2,463,4,4,2,100,63,0,0,0,0,3,4,4,0,6,2009,8,4,179000,3,2782,9,9,64.34219985621854
381,50,3,50.0,5000,1,1,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,0,3,14,3,0.0,3,4,0,3,3,3,3,218,5,0,808,1026,1,4,1,4,1026,665,0,1691,0,0,2,0,3,1,2,6,6,1,2,5,1924.0,2,1,308,4,4,2,0,0,242,0,0,0,3,4,4,0,5,2010,8,4,127000,2,2717,86,60,46.74273095325727
382,20,1,60.0,7200,1,1,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,0,12,13,3,0.0,2,4,2,2,1,3,5,0,5,0,1293,1293,1,0,1,4,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,2,1,2006.0,1,2,572,4,4,2,216,121,0,0,0,0,3,4,4,0,8,2006,6,5,187750,3,2594,0,0,72.37856592135698
383,60,3,79.0,9245,1,2,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,0,12,13,3,0.0,2,4,2,2,3,0,5,0,5,0,939,939,1,0,1,4,939,858,0,1797,0,0,2,1,3,1,2,8,6,0,5,1,2006.0,1,2,639,4,4,2,144,53,0,0,0,0,3,4,4,0,4,2007,8,4,213500,3,2736,1,1,78.03362573099415
384,45,2,60.0,9000,1,2,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,0,13,14,3,0.0,3,4,0,1,0,3,5,0,5,0,784,784,1,4,0,0,784,0,0,784,0,0,1,0,2,1,3,5,6,0,5,5,1950.0,2,2,360,1,1,0,0,0,91,0,0,0,3,4,4,0,10,2009,8,4,76000,1,1568,81,59,48.46938775510204
385,60,3,69.0,53107,1,2,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,0,6,6,3,0.0,2,4,2,2,3,0,2,985,5,0,595,1580,1,0,1,4,1079,874,0,1953,1,0,2,1,3,1,2,9,6,2,1,1,1992.0,0,2,501,4,4,2,216,231,0,0,0,0,3,4,4,0,6,2007,8,4,240000,4,3533,15,15,67.93093688083782
386,120,3,43.0,3182,1,2,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,0,12,13,1,16.0,2,4,2,2,3,3,2,24,5,0,1232,1256,1,0,1,4,1269,0,0,1269,0,0,2,0,2,1,2,6,6,1,4,1,2004.0,0,2,430,4,4,2,146,20,0,0,144,0,3,4,4,0,4,2010,8,4,192000,2,2525,6,5,76.03960396039604
387,50,3,58.0,8410,1,2,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,0,13,13,3,0.0,3,1,2,3,3,3,5,0,5,0,658,658,1,4,1,4,658,526,0,1184,0,0,1,0,5,1,3,8,6,0,5,1,1980.0,2,0,0,4,4,0,0,151,0,0,0,0,3,4,4,0,5,2006,8,1,81000,1,1842,96,10,43.97394136807818
388,80,3,72.0,7200,1,2,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,0,8,8,1,255.0,3,4,1,3,3,0,0,631,5,0,410,1041,1,0,1,4,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,1,5,1977.0,2,1,352,4,4,2,296,0,0,0,0,0,3,1,4,0,10,2009,8,0,125000,2,2166,33,33,57.71006463527239
389,20,3,93.0,9382,1,2,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,0,12,13,1,125.0,2,4,2,2,3,3,5,0,5,0,1468,1468,1,0,1,4,1479,0,0,1479,0,0,2,0,3,1,2,6,6,0,5,1,1999.0,1,2,577,4,4,2,120,25,0,0,0,0,3,4,4,0,7,2008,8,4,191000,2,2947,9,8,64.81167288768239
390,60,3,96.0,12474,1,2,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,0,12,13,2,272.0,0,4,2,0,3,0,2,1280,5,0,402,1682,1,0,1,4,1742,590,0,2332,1,0,2,1,3,1,0,9,6,1,0,3,2008.0,0,3,846,4,4,2,196,134,0,0,0,0,3,4,4,0,8,2008,6,5,426000,4,4014,1,0,106.12855007473841
391,50,3,50.0,8405,1,0,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,0,8,8,3,0.0,3,4,0,3,1,3,4,241,1,391,229,861,1,0,1,4,961,406,0,1367,1,0,1,0,4,1,3,7,6,0,5,5,1978.0,2,1,384,4,4,2,0,130,112,0,0,0,3,2,4,0,4,2008,8,4,119000,2,2228,108,58,53.41113105924596
392,60,3,71.0,12209,1,2,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,0,12,13,3,0.0,3,4,2,0,3,3,0,690,5,0,114,804,1,0,1,4,804,1157,0,1961,1,0,2,1,3,1,2,7,6,1,4,3,2001.0,0,2,560,4,4,2,125,192,0,0,0,0,3,4,4,0,6,2009,8,4,215000,4,2765,8,7,77.75768535262206
393,20,3,69.0,8339,1,2,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,0,8,8,3,0.0,3,4,3,3,3,3,5,0,5,0,0,0,1,4,1,4,882,0,0,882,0,0,1,0,3,1,3,5,6,0,5,1,1959.0,1,1,294,4,4,2,0,0,0,0,0,0,3,2,2,1200,7,2007,8,4,106500,1,882,48,48,120.74829931972789
394,30,3,69.0,7446,1,2,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,0,14,15,3,0.0,3,4,1,3,3,3,4,266,5,0,522,788,1,4,1,0,788,0,0,788,0,0,1,0,2,1,3,4,6,2,4,1,1980.0,2,0,0,4,4,2,0,0,0,0,0,0,3,1,4,0,4,2006,8,0,100000,1,1576,65,56,63.45177664974619
395,50,3,60.0,10134,1,2,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,0,8,8,3,0.0,3,4,1,3,3,3,5,0,5,0,735,735,1,2,1,0,735,299,0,1034,0,0,1,0,2,1,3,5,6,0,5,5,1940.0,2,1,240,4,4,2,0,39,0,0,0,0,3,4,4,0,7,2007,8,4,109000,1,1769,67,57,61.616732617297906
396,20,3,68.0,9571,1,2,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,0,13,14,3,0.0,3,4,1,3,3,0,1,739,5,0,405,1144,1,4,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,5,1,1956.0,2,1,596,4,4,2,44,0,0,0,0,0,3,4,4,0,6,2010,8,4,129000,2,2288,54,54,56.38111888111888
397,20,3,60.0,7200,1,2,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,0,8,8,3,0.0,3,4,1,3,3,0,4,777,5,0,117,894,1,4,1,4,894,0,0,894,0,0,1,0,2,1,3,6,6,0,5,5,1985.0,1,2,600,4,4,2,215,0,0,0,0,0,3,4,4,0,9,2009,8,4,123000,1,1788,37,37,68.79194630872483
398,60,3,69.0,7590,1,2,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,0,12,13,1,288.0,3,4,1,3,3,3,0,540,5,0,324,864,1,4,1,4,876,936,0,1812,0,0,2,0,4,1,3,8,6,1,4,1,1962.0,1,1,264,4,4,2,0,168,0,0,0,0,3,4,4,0,7,2007,8,4,169500,2,2676,45,45,63.34080717488789
399,30,4,60.0,8967,1,2,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,0,8,8,3,0.0,3,1,0,1,2,3,5,0,5,0,961,961,1,2,1,3,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,5,5,1920.0,2,1,338,3,3,0,0,0,0,0,0,0,3,4,4,0,11,2007,8,0,67000,1,2038,87,57,32.87536800785083
400,60,1,65.0,8125,1,2,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,0,5,5,2,100.0,2,4,2,2,3,3,2,812,5,0,280,1092,1,0,1,4,1112,438,0,1550,1,0,2,0,2,1,2,7,6,0,5,1,2007.0,0,2,438,4,4,2,0,168,0,0,0,0,3,4,4,0,10,2009,8,4,241000,3,2642,3,2,91.21877365632096
401,120,3,38.0,14963,1,2,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,0,3,3,3,0.0,2,4,2,2,3,3,2,786,5,0,474,1260,1,0,1,4,1288,0,0,1288,1,0,1,1,1,1,0,4,6,2,2,1,1996.0,0,2,500,4,4,2,120,30,0,0,224,0,3,4,4,0,12,2008,8,4,245500,3,2548,12,12,96.35007849293564
402,20,3,65.0,8767,1,2,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,0,12,13,3,0.0,2,4,2,2,3,0,2,24,5,0,1286,1310,1,0,1,4,1310,0,0,1310,0,0,2,0,3,1,2,6,6,1,2,1,2005.0,0,2,400,4,4,2,0,0,0,0,0,0,3,4,4,0,7,2006,6,5,164990,2,2620,1,1,62.97328244274809
403,30,3,60.0,10200,1,2,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,0,13,14,3,0.0,3,4,2,3,3,3,5,0,5,0,672,672,1,0,1,4,672,0,0,672,0,0,1,0,2,1,3,4,6,0,5,5,1940.0,2,1,240,4,4,0,168,0,0,0,0,0,3,0,4,0,8,2008,8,4,108000,1,1344,68,11,80.35714285714286
404,60,3,93.0,12090,1,2,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,0,12,13,1,650.0,2,4,2,2,3,3,5,0,5,0,1141,1141,1,2,1,4,1165,1098,0,2263,0,0,2,1,4,1,2,10,6,1,4,3,1998.0,0,2,420,4,4,2,144,123,0,0,0,0,3,4,4,0,7,2006,8,0,258000,3,3404,8,8,75.79318448883666
405,60,3,69.0,10364,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,0,8,8,3,0.0,3,4,2,2,3,3,5,0,5,0,806,806,1,2,1,4,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,4,3,1995.0,0,2,373,4,4,2,0,40,0,0,0,0,3,4,4,0,5,2007,8,4,168000,3,2378,12,11,70.64760302775441
406,20,3,69.0,9991,1,2,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,0,9,10,3,0.0,3,4,1,3,3,3,1,1116,5,0,165,1281,1,0,1,4,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,4,1,1993.0,2,2,490,4,4,2,120,78,0,0,0,0,3,1,4,0,6,2009,8,4,150000,3,2901,33,16,51.70630816959669
407,50,3,51.0,10480,1,2,3,3,0,4,0,18,2,2,0,0,6,5,1936,1950,1,0,8,8,3,0.0,3,4,0,3,3,3,5,0,5,0,1064,1064,1,0,1,0,1166,0,473,1639,0,0,1,0,3,1,3,6,1,0,5,5,1936.0,2,1,240,4,4,2,0,0,0,0,0,0,3,4,4,0,3,2008,8,4,115000,1,2703,72,58,42.54532001479837
408,70,3,63.0,15576,1,2,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,0,13,10,3,0.0,3,4,0,2,3,3,5,0,5,0,840,840,1,0,1,4,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,5,1,1960.0,2,1,308,4,4,2,0,0,160,0,0,0,3,4,4,0,3,2008,8,4,177000,2,2520,93,32,70.23809523809524
409,60,3,109.0,14154,1,2,3,3,0,0,0,16,2,2,0,5,7,5,2006,2006,1,0,12,13,1,350.0,2,4,2,0,1,3,5,0,5,0,1063,1063,1,0,1,4,1071,1101,0,2172,0,0,2,1,3,1,2,9,6,1,2,1,2006.0,1,3,947,4,4,2,192,62,0,0,0,0,3,4,4,0,8,2007,6,5,280000,3,3235,1,1,86.55332302936631
410,60,1,85.0,10800,1,2,3,3,0,4,0,21,2,2,0,5,8,5,2007,2008,1,0,12,13,2,100.0,2,4,2,0,3,3,2,789,5,0,245,1034,1,0,1,4,1050,1028,0,2078,1,0,2,1,3,1,0,8,6,1,2,1,2008.0,0,3,836,4,4,2,0,102,0,0,0,0,3,4,4,0,4,2008,6,5,339750,4,3112,1,0,109.1741645244216
411,20,3,68.0,9571,1,2,3,3,0,4,0,7,2,2,0,2,5,3,1958,1958,1,0,2,2,3,0.0,3,1,1,3,0,3,5,0,5,0,1276,1276,1,4,1,0,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,5,1,1958.0,2,1,350,4,4,2,0,0,0,0,0,0,3,4,4,0,6,2009,0,0,60000,1,2552,51,51,23.510971786833856
412,190,3,100.0,34650,1,2,3,0,0,4,0,8,2,2,1,2,5,5,1955,1955,3,0,13,14,3,0.0,3,4,1,3,3,2,4,1056,5,0,0,1056,1,4,0,4,1056,0,0,1056,1,0,1,0,3,1,3,5,6,0,5,1,1955.0,0,2,572,4,4,2,264,0,0,0,0,0,3,4,4,0,1,2006,8,4,145000,2,2112,51,51,68.65530303030303
413,20,1,69.0,4403,1,2,1,3,0,4,0,21,2,2,0,2,7,5,2009,2009,1,0,8,8,2,432.0,0,4,2,0,3,0,2,578,5,0,892,1470,1,0,1,4,1478,0,0,1478,1,0,2,1,2,1,2,7,6,1,2,1,2009.0,0,2,484,4,4,2,0,144,0,0,0,0,3,4,4,0,6,2010,6,5,222000,4,2948,1,1,75.30529172320217
414,30,4,56.0,8960,1,0,3,3,0,4,0,17,0,2,0,2,5,6,1927,1950,1,0,14,15,3,0.0,3,4,1,3,3,3,5,0,5,0,1008,1008,1,2,1,0,1028,0,0,1028,0,0,1,0,2,1,3,5,6,1,2,5,1927.0,2,2,360,4,4,2,0,0,130,0,0,0,3,4,4,0,3,2010,8,4,115000,1,2036,83,60,56.483300589390964
415,60,3,59.0,11228,1,2,1,3,0,1,0,20,2,2,0,5,7,5,1993,1993,1,0,12,13,3,0.0,2,4,2,2,3,3,1,50,2,531,499,1080,1,0,1,4,1080,1017,0,2097,0,1,2,1,3,1,2,9,6,1,4,1,1993.0,2,3,678,4,4,2,196,187,0,0,0,0,3,4,4,0,12,2008,8,4,228000,4,3177,15,15,71.76581680830972
416,20,3,73.0,8899,1,2,0,3,0,4,0,8,2,2,0,2,7,5,2007,2007,1,0,12,13,3,0.0,2,4,2,2,3,0,2,24,5,0,1316,1340,1,0,1,4,1340,0,0,1340,0,0,2,0,3,1,2,6,6,0,5,1,2007.0,0,2,396,4,4,2,100,30,0,0,0,0,3,4,4,0,8,2007,6,5,181134,2,2680,0,0,67.58731343283583
417,60,3,74.0,7844,1,2,3,3,0,4,0,19,2,2,0,5,6,7,1978,1978,3,0,6,6,1,203.0,3,4,1,3,3,3,0,209,5,0,463,672,1,4,1,4,672,728,0,1400,0,0,1,1,3,1,3,6,6,1,4,1,1978.0,0,2,440,4,4,2,0,0,0,0,0,0,3,4,4,0,3,2006,8,4,149500,2,2072,28,28,72.15250965250965
418,70,3,86.0,22420,1,2,0,3,0,4,0,6,1,2,0,5,6,6,1918,1950,3,0,13,12,3,0.0,3,4,0,2,3,3,1,1128,5,0,242,1370,2,4,0,0,1370,1254,0,2624,1,0,2,1,4,1,3,10,6,1,2,5,1918.0,2,3,864,4,4,0,0,0,0,0,0,0,3,4,4,0,11,2007,8,4,239000,4,3994,89,57,59.83975963945919
419,50,3,60.0,8160,1,2,3,3,0,4,0,7,2,2,0,0,5,6,1940,1950,1,0,8,8,3,0.0,3,4,0,3,3,3,0,312,5,0,444,756,1,1,0,1,756,378,0,1134,1,0,1,1,3,1,3,7,6,0,5,5,1940.0,2,1,240,4,4,1,0,0,0,0,0,0,3,4,4,0,4,2007,8,1,126000,3,1890,67,57,66.66666666666667
420,20,3,65.0,8450,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1968,1968,1,0,12,13,3,0.0,3,4,1,3,3,3,1,775,5,0,281,1056,1,0,1,4,1056,0,0,1056,1,0,1,0,3,1,3,6,6,1,1,1,1968.0,2,1,304,4,4,2,0,85,184,0,0,0,3,4,4,0,7,2010,8,4,142000,2,2112,42,42,67.23484848484848
421,90,4,78.0,7060,1,2,3,3,0,4,0,11,2,2,2,6,7,5,1997,1998,1,0,12,13,1,200.0,3,2,2,2,1,1,2,1309,5,0,35,1344,1,0,1,4,1344,0,0,1344,2,0,2,0,2,2,3,8,6,0,5,1,1997.0,0,4,784,4,4,2,0,0,0,0,0,0,3,4,4,0,11,2008,8,2,206300,4,2688,11,10,76.7485119047619
422,20,3,69.0,16635,1,2,0,3,0,2,0,14,2,2,0,2,6,7,1977,2000,1,0,5,5,2,126.0,2,4,1,2,3,3,0,1246,5,0,356,1602,1,2,1,4,1602,0,0,1602,0,1,2,0,3,1,2,8,6,1,4,1,1977.0,0,2,529,4,4,2,240,0,0,0,0,0,3,4,4,0,6,2009,8,4,215000,3,3204,32,9,67.103620474407
423,20,3,100.0,21750,1,2,3,1,0,4,1,11,0,2,0,2,5,5,1954,1954,3,0,6,6,3,0.0,3,4,1,3,3,3,5,0,5,0,988,988,1,0,1,0,988,0,0,988,0,0,1,0,2,1,3,4,6,0,5,1,1954.0,1,2,520,4,4,0,0,0,0,0,0,0,3,4,4,0,2,2008,8,4,113000,1,1976,54,54,57.18623481781376
424,60,3,80.0,9200,1,2,3,3,0,4,0,15,2,2,0,5,8,5,1998,1998,1,0,12,13,1,473.0,2,4,2,2,3,3,2,986,5,0,484,1470,1,2,1,4,1470,1160,0,2630,1,0,2,1,4,1,2,8,6,1,4,1,1998.0,0,3,696,4,4,2,0,66,0,0,0,0,3,4,4,0,6,2008,8,4,315000,4,4100,10,10,76.82926829268293
425,20,3,72.0,9000,1,2,3,3,0,4,0,12,2,2,0,2,6,5,1956,1956,1,0,13,14,1,74.0,3,4,1,2,3,3,3,616,5,0,580,1196,1,2,1,0,1196,0,0,1196,1,0,1,0,2,1,3,6,6,1,2,1,1956.0,1,1,297,4,4,2,0,44,0,0,0,0,3,4,4,0,5,2008,8,4,139000,2,2392,52,52,58.11036789297659
